Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project description,Project url,Priority,Resolution,Assignee,Reporter,Creator,Created,Updated,Last Viewed,Resolved,Affects Version/s,Fix Version/s,Fix Version/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Component/s,Due Date,Votes,Description,Environment,Watchers,Watchers,Watchers,Watchers,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Log Work,Original Estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Inward issue link (Duplicate),Inward issue link (Duplicate),Outward issue link (Duplicate),Inward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Issue split),Outward issue link (Original),Inward issue link (Relates),Inward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Outward issue link (Relates),Inward issue link (Requirement),Outward issue link (Requirement),Attachment,Attachment,Custom field (Approval History),Custom field (Build Manager),Custom field (Build Manager Responded),Custom field (Build Manager Response),Custom field (Completion Criteria),Custom field (Configuration Notes),Custom field (Cyber Reviewer KB Comment),Custom field (Cyber Reviewer Responded),Custom field (Cyber Reviewer Response),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Needed From),Custom field (Dependency Owed To),Custom field (Developer),Custom field (Document Number),Custom field (Driver Response),Custom field (ECD),Custom field (Epic Colour),Custom field (Epic Link),Custom field (Epic Name),Custom field (Epic Status),Custom field (Epic Workflow Status),Custom field (Flagged),Custom field (GitLab URL IP Address),Custom field (Hardware Reviewer KB Comment),Custom field (Hardware Reviewer Responded),Custom field (Hardware Reviewer Response),Custom field (Issue Use),Custom field (Issue Use),Custom field (JQL Query),Custom field (Kickback Count),Custom field (Kickback Message),Custom field (Last Comment),Custom field (MR ID),Custom field (Milestone Entrance Criteria),Custom field (My Last Comment),Custom field (Network Reviewer),Custom field (Network Reviewer KB Comment),Custom field (Network Reviewer Responded),Custom field (Network Reviewer Response),Custom field (Original story points),Custom field (PTR ID),Custom field (Parent Link),Custom field (Peer Reviewer),Custom field (Peer Reviewer 2),Custom field (Peer Reviewer 3),Custom field (Peer Reviewer 3 Alloc (SP)),Custom field (Peer Reviewer 4),Custom field (Peer Reviewer 4 Alloc (SP)),Custom field (Peer Reviewer 5),Custom field (Project Engineer KB Comment),Custom field (Project Engineer Responded),Custom field (Project Engineer Response),Custom field (Project Lead KB Comment),Custom field (Project Lead Responded),Custom field (Project Lead Response),Custom field (RCR),Custom field (Rank),Custom field (Reviewer 1 KB Comment),Custom field (Reviewer 1 Responded),Custom field (Reviewer 1 Response),Custom field (Reviewer 2 KB Comment),Custom field (Reviewer 2 Responded),Custom field (Reviewer 2 Response),Custom field (Reviewer 3 KB Comment),Custom field (Reviewer 3 Responded),Custom field (Reviewer 3 Response),Custom field (Reviewer 4 KB Comment),Custom field (Reviewer 4 Responded),Custom field (Reviewer 4 Response),Custom field (Reviewer 5 KB Comment),Custom field (Reviewer 5 Responded),Custom field (Reviewer 5 Response),Custom field (Risk),Custom field (Safety Reviewer KB Comment),Custom field (Safety Reviewer Responded),Custom field (Safety Reviewer Response),Custom field (Software Reviewer KB Comment),Custom field (Software Reviewer Responded),Custom field (Software Reviewer Response),Sprint,Sprint,Sprint,Sprint,Custom field (Sr. Peer Reviewer),Custom field (Sr. Peer Reviewer KB Comment),Custom field (Sr. Peer Reviewer Response),Custom field (Sr. Reviewer Responded),Custom field (Story Points),Custom field (Systems Reviewer KB Comment),Custom field (Systems Reviewer Responded),Custom field (Systems Reviewer Response),Custom field (Target Progress),Custom field (Target end),Custom field (Target start),Custom field (Team),Custom field (Test Reviewer KB Comment),Custom field (Test Reviewer Responded),Custom field (Test Reviewer Response),Custom field (Test Setup),Custom field (Time Spent By User),Custom field (Time Spent Total (hrs)),Custom field (Total Time Estimated (hrs)),Custom field (UUT),Custom field (Visual Verifier Response),Custom field (ΣBurnup (%)),Custom field (ΣDone SPs),Custom field (ΣIn Progress SPs),Custom field (ΣOrigEst (Hrs)),Custom field (ΣOriginal SPs),Custom field (ΣPercent Complete (%)),Custom field (ΣPercent Complete (%) (Hrs)),Custom field (ΣPlanned SPs),Custom field (ΣRemaining SPs),Custom field (ΣTime Estimate (Hrs)),Custom field (ΣTime Remaining (Hrs)),Custom field (ΣTime Spent (Hrs)),Comment,Comment,Comment,Comment
"DJSM-3620: Rewrite Cyber_719 to take out ""Organizationally-defined safeguards""",SSWIF-4194,102507,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,ereyburn,ereyburn,ereyburn,01/Jun/26 4:51 PM,04/Jun/26 3:34 PM,18/Sep/26 3:24 PM,04/Jun/26 3:34 PM,,PI18,,SSN812-CYBER-SSS-001,,,,,,,,,,,,0,,,ereyburn,,,,"removed wording in requirement. took out tbd-0101 from tbd table. Marked TBD complete in DJSM;04/Jun/26 3:34 PM;ereyburn;900",,,,,,,,,,,,5760,4860,900,15%,5760,4860,900,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJSM-3620,,,,,,,,,,,,,,,,,,,,,,,,,ereyburn,,,,,,,,,,,,,,Sprint,,,,,"Posted on: Thu Jun 04 15:34:32 EDT 2026
removed wording in requirement. took out tbd-0101 from tbd table. Marked TBD complete in DJSM",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09oxo:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"04/Jun/26 3:34 PM;ereyburn;removed wording in requirement. took out tbd-0101 from tbd table. Marked TBD complete in DJSM;;;",,,
DJSM-3619: Remove front matter and point to new front matter document,SSWIF-4193,102498,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Lowest,Done,dcatapan,dcatapan,dcatapan,01/Jun/26 3:17 PM,04/Jun/26 6:43 AM,18/Sep/26 3:24 PM,04/Jun/26 6:43 AM,,PI18,,SSN812-CYBER-SSS-001,,,,,,,,,,,,0,,,dcatapan,,,,"removed front matter, added reference to front matter document, and parsed acronyms.;04/Jun/26 6:42 AM;dcatapan;2400",,,,,,,,,,,,5760,3360,2400,41%,5760,3360,2400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DJSM-3619,,,,,,,,,,,,,,,,,,,,,,,dcatapan,,,,,,,,,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09ows:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Review of RTR IRS Removals,SSWIF-4192,102438,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,dordonez,dordonez,dordonez,29/May/26 9:30 AM,01/Jun/26 8:21 AM,18/Sep/26 3:24 PM,01/Jun/26 8:19 AM,,RTR IRS Rev 1,,SSN812-RTR-IRS-001,,,,,,,,,,,,0,"Review items marked for deletion from SSWIF-3992. This is done by checking the Master Requirement Spreadsheet, the RTR within DOORS and the MES IRS and SSS. As per my old work, changes have been affected by comparing the old requirements in the RTR with requirements within the MES documents and seeing which maps. 

Per Kamleen, not everything has been on a 1:1 tact for this and thus Dean and I have been reached out to for review.",,dordonez,,,,"Removals and changes tied to the DJSM have been reviewed alongside Dean Ingram. My comments have been sent in an email chain with him and Kamleen.;01/Jun/26 8:19 AM;dordonez;43200",,,,,,,,,,,,43200,0,43200,100%,43200,0,43200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dordonez,,,,,SSWIF-3983,,,In Progress,,,,,,Sprint,,,,,"Posted on: Mon Jun 01 08:21:54 EDT 2026
Also marking down here that the other change regarding the repositioning of the DNS Section in SSWIF-3985 has been reviewed as well. Comment have been provided to Kamleen.",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09ojo:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.5,,,,,,,,1.5,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"01/Jun/26 8:19 AM;dordonez;Removals and changes tied to the DJSM have been reviewed alongside Dean Ingram. My comments have been sent in an email chain with him and Kamleen.;;;","01/Jun/26 8:21 AM;dordonez;Also marking down here that the other change regarding the repositioning of the DNS Section in SSWIF-3985 has been reviewed as well. Comment have been provided to Kamleen.;;;",,
DOORS PM Support,SSWIF-4191,102381,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,eencarna,eencarna,eencarna,28/May/26 10:59 AM,17/Jun/26 11:17 AM,18/Sep/26 3:24 PM,17/Jun/26 11:17 AM,,PI18,,DOORS PM,,,,,,,,,,,,0,"Conduct support on DOORS i.e. Add links, prepare documents etc",,eencarna,,,,";16/Jun/26 6:54 AM;eencarna;14400",";17/Jun/26 11:17 AM;eencarna;14400",,,,,,,,,,,14400,0,28800,200%,14400,0,28800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Conduct support on DOORS i.e. Add links, prepare documents etc",,,,,,,,,,eencarna,,,,,SSWIF-4028,,,Done,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09892:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
DOORS Maintenance,SSWIF-4190,102380,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,eencarna,eencarna,eencarna,28/May/26 10:58 AM,17/Jun/26 11:17 AM,18/Sep/26 3:24 PM,17/Jun/26 11:17 AM,,PI18,,DOORS PM,,,,,,,,,,,,0,Conduct weekly maintenance on DOORS,,eencarna,,,,";17/Jun/26 11:06 AM;eencarna;7200",";17/Jun/26 11:17 AM;eencarna;7200",,,,,,,,,,,5760,0,14400,250%,5760,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Conduct weekly maintenance on DOORS,,,,,,,,,,eencarna,,,,,SSWIF-4028,,,Done,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09890:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
DOORS Training,SSWIF-4189,102379,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,eencarna,eencarna,eencarna,28/May/26 10:56 AM,17/Jun/26 11:17 AM,18/Sep/26 3:24 PM,17/Jun/26 11:17 AM,,PI18,,DOORS PM,,,,,,,,,,,,0,Continue DOORS training,,eencarna,,,,";16/Jun/26 6:54 AM;eencarna;7200",";17/Jun/26 11:17 AM;eencarna;7200",,,,,,,,,,,5760,0,14400,250%,5760,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Continue DOORS training,,,,,,,,,,eencarna,,,,,SSWIF-4028,,,Done,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|hzwtht:00fzqvybw",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
260527-01 - Part 1 - Update Figure 3-2 so all acronyms are called out,SSWIF-4188,102311,Task,Cancelled,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Won't Do,cwhite10,cwhite10,cwhite10,27/May/26 3:50 PM,07/Jul/26 9:15 AM,18/Sep/26 3:24 PM,07/Jul/26 9:15 AM,,PI19,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-3360,,,Done,,,,,,Sprint,,,,,"Posted on: Tue Jul 07 09:15:07 EDT 2026
Covered by SSWIF-4325",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nwk:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"07/Jul/26 9:15 AM;cwhite10;Covered by SSWIF-4325;;;",,,
Create ESTP ICD RCR's for November CCB,SSWIF-4187,102304,Task,Cancelled,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Won't Do,cwhite10,cwhite10,cwhite10,27/May/26 3:12 PM,14/Sep/26 12:07 PM,18/Sep/26 3:24 PM,14/Sep/26 12:07 PM,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4587,,,In Progress,,,,,,Sprint,,,,,"Posted on: Mon Sep 14 12:07:35 EDT 2026
Not Needed",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nv0:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 20.1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"14/Sep/26 12:07 PM;cwhite10;Not Needed;;;",,,
Create ESTP ICD RCR's for Oct CCB,SSWIF-4186,102303,Task,Cancelled,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Won't Do,cwhite10,cwhite10,cwhite10,27/May/26 3:12 PM,25/Aug/26 7:55 AM,18/Sep/26 3:24 PM,25/Aug/26 7:55 AM,,PI20,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4587,,,In Progress,,,,,,Sprint,,,,,"Posted on: Tue Aug 25 07:55:33 EDT 2026
No RCR to create",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nus:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.5,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"25/Aug/26 7:55 AM;cwhite10;No RCR to create;;;",,,
Create ESTP ICD RCR's for Sep CCB,SSWIF-4185,102302,Task,Cancelled,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Won't Do,cwhite10,cwhite10,cwhite10,27/May/26 3:11 PM,11/Aug/26 7:49 AM,18/Sep/26 3:24 PM,11/Aug/26 7:49 AM,,PI19,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-3361,,,Done,,,,,,Sprint,,,,,"Posted on: Tue Aug 11 07:49:17 EDT 2026
None to make",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nuk:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.3,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"11/Aug/26 7:49 AM;cwhite10;None to make;;;",,,
Create ESTP ICD RCR's for Aug CCB,SSWIF-4184,102301,Task,Cancelled,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Won't Do,cwhite10,cwhite10,cwhite10,27/May/26 3:10 PM,26/Jun/26 3:55 PM,18/Sep/26 3:24 PM,26/Jun/26 3:55 PM,,PI19,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-3360,,,Done,,,,,,Sprint,,,,,"Posted on: Fri Jun 26 15:55:06 EDT 2026
No RCR to be made

 ",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09nuc:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.1,,,,,,,,0.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"26/Jun/26 3:55 PM;cwhite10;No RCR to be made

 ;;;",,,
Present ESTP ICD CP-0041 at CCB,SSWIF-4183,102300,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,cwhite10,cwhite10,cwhite10,27/May/26 3:06 PM,14/Sep/26 12:04 PM,18/Sep/26 3:24 PM,14/Sep/26 12:04 PM,,PI19,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,,0,,,cwhite10,,,,";14/Sep/26 12:04 PM;cwhite10;1800",,,,,,,,,,,,5760,3960,1800,31%,5760,3960,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cwhite10,,,,,SSWIF-4586,,,In Review,,,,,,Sprint,,,,,"Posted on: Tue Aug 11 07:50:10 EDT 2026
Review Cycle took longer then expected. Shifted out 1 CCB",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09jxx:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 19.6,,,,,,,,0.2,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"11/Aug/26 7:50 AM;cwhite10;Review Cycle took longer then expected. Shifted out 1 CCB;;;",,,
ESTP ICD CP-0041 Supervisor Review,SSWIF-4182,102299,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,jfernan9,cwhite10,cwhite10,27/May/26 2:52 PM,16/Jun/26 4:43 PM,18/Sep/26 3:24 PM,16/Jun/26 4:43 PM,,PI18,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,12/Jun/26 12:00 AM,0,,,cwhite10,,,,";16/Jun/26 4:43 PM;cwhite10;3600",,,,,,,,,,,,5760,2160,3600,62%,5760,2160,3600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jfernan9,,,,,SSWIF-3358,,,Done,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09ntw:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.2,,,,,,03/Jun/26 12:00 AM,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
ESTP ICD Leads Review Comment ADJ,SSWIF-4181,102298,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,jfernan9,cwhite10,cwhite10,27/May/26 2:50 PM,05/Jun/26 1:15 PM,18/Sep/26 3:24 PM,05/Jun/26 1:15 PM,,PI18,,VA-SSW-ESTP-ICD-001,,,,,,,,,,,05/Jun/26 12:00 AM,0,,,cwhite10,,,,";05/Jun/26 1:15 PM;jfernan9;14400",,,,,,,,,,,,14400,0,14400,100%,14400,0,14400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,jfernan9,,,,,SSWIF-3358,,,Done,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i08rfo:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.6,,,,,,,,0.5,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,,,,
Investigate TBDs/TBRs and contact personnel,SSWIF-4180,102289,Task,Done,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,Done,dordonez,dordonez,dordonez,27/May/26 12:15 PM,02/Jun/26 2:38 PM,18/Sep/26 3:24 PM,29/May/26 9:25 AM,,RTR IRS Rev 1,,SSN812-RTR-IRS-001,,,,,,,,,,,,0,Investigate TBDs/TBRs listed in the SE Sync meeting page on the LMCO CNFL and contact relevant persons for review. This includes doing proper investigation to get the current state of these items.,,dordonez,,,,"The items have been investigated and emails have been sent out to EB personnel. I've also been speaking with Anthony Rangel about some of these items. There are a few that could be closed and I was able to discuss some at the SE Sync on 5/29. More info will eb added as notes on LM's CBFL page and the matter discussed again at the next SE Sync on 6/4.;29/May/26 9:25 AM;dordonez;25200",,,,,,,,,,,,28800,3600,25200,87%,28800,3600,25200,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dordonez,,,,,SSWIF-3983,,,In Progress,,,,,,Sprint,,,,,"Posted on: Fri May 29 09:25:03 EDT 2026
The items have been investigated and emails have been sent out to EB personnel. I've also been speaking with Anthony Rangel about some of these items. There are a few that could be closed and I was able to discuss some at the SE Sync on 5/29. More info will eb added as notes on LM's CBFL page and the matter discussed again at the next SE Sync on 6/4.",,,No comments by current user.,,,,,,,,,,,,,,,,,,,,,,"1|i09ns4:",,,,,,,,,,,,,,,,Medium,,,,,,,SSWIF Sprint 18.5,,,,,,,,1.0,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,,,,"29/May/26 9:25 AM;dordonez;The items have been investigated and emails have been sent out to EB personnel. I've also been speaking with Anthony Rangel about some of these items. There are a few that could be closed and I was able to discuss some at the SE Sync on 5/29. More info will eb added as notes on LM's CBFL page and the matter discussed again at the next SE Sync on 6/4.;;;",,,
PI 19 - Interface Management,SSWIF-4179,102110,Epic,In Progress,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,,dingram1,dingram1,21/May/26 10:51 AM,14/Sep/26 12:42 PM,18/Sep/26 3:24 PM,,,PI19,,Customer (NAVSEA),Customer Relations,Document Development,meetings,Mentoring / Knowledge Transfer,Reviews,Schedule,Unplanned,,,,,0,,,dingram1,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-10,,PI 19 - Interface Management,In Progress,,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,SSWIF-2726,,,,,,,,,,,,,,,"1|i0881l:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92.94,7.9,0.0,,,92.9,37.4,8.5,0.6,68.0,42.6,25.4,,,,
PI 20 - Interface Management,SSWIF-4178,102109,Epic,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,,dingram1,dingram1,21/May/26 10:51 AM,03/Sep/26 1:18 PM,18/Sep/26 3:24 PM,,,,,Customer (NAVSEA),Schedule,VA-SSW-XFMRS-ICD-001,,,,,,,,,,0,,,dingram1,,,,,,,,,,,,,,,,0,0,,0%,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-7,,PI 20 - Interface Management,To Do,,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,SSWIF-2726,,,,,,,,,,,,,,,"1|i0881o:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,,,0.0,0.0,3.6,3.6,28.8,28.8,0.0,,,,
PI 21 - Interface Management,SSWIF-4177,102108,Epic,To Do,SSWIF,SSWIF,software,dingram1,"dedicated scrum space for ICD Leads, at the request of the SYS product owner and SYS management.",,Medium,,,dingram1,dingram1,21/May/26 10:51 AM,21/May/26 10:51 AM,18/Sep/26 3:24 PM,,,,,,,,,,,,,,,,,0,,,dingram1,,,,,,,,,,,,,,,,,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ghx-label-4,,PI 21 - Interface Management,To Do,,,,,,,Sprint,,,,,,,,No comments by current user.,,,,,,,SSWIF-2726,,,,,,,,,,,,,,,"1|i0881q:",,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,0.0,,,0.0,,0.0,0.0,0.0,,,,
