severity,category,jira_key,project_key,issue_type,summary,field,old_value,new_value,color,message,reviewer_action,source_row
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,% Complete,,32,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Total Story Points,,22,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Completed Story Points,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Jira Target Start,,2026-11-23,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5007,OPS,Epic,Scale Rows - Operations - Service review cadence wave 08,Jira Target End,,2027-01-04,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,95
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Name,,Scale Rows - Operations - Incident readiness wave 18,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,% Complete,,58,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Completed Story Points,,11,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Jira Target Start,,2026-08-10,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5017,OPS,Epic,Scale Rows - Operations - Incident readiness wave 18,Jira Target End,,2026-09-21,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,96
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Name,,Scale Rows - Operations - Release checklist automation wave 09,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,% Complete,,20,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Total Story Points,,20,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Completed Story Points,,4,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Jira Target Start,,2026-06-08,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5008,OPS,Epic,Scale Rows - Operations - Release checklist automation wave 09,Jira Target End,,2026-07-27,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,97
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Name,,Scale Rows - Operations - Support workflow routing wave 19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Rollup Key,,Operations Q1,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,% Complete,,37,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Total Story Points,,19,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Completed Story Points,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Jira Target Start,,2026-08-17,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5018,OPS,Epic,Scale Rows - Operations - Support workflow routing wave 19,Jira Target End,,2026-10-05,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,98
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Name,,Scale Rows - Operations - Incident readiness wave 10,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Rollup Key,,Operations Q2,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Resource Group,,Operations,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,% Complete,,29,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Total Story Points,,24,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Completed Story Points,,7,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Jira Target Start,,2026-06-15,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
Info,AddedEpic,OPS-5009,OPS,Epic,Scale Rows - Operations - Incident readiness wave 10,Jira Target End,,2026-08-10,changed_cell,Epic is included in the planned sandbox and was not found in the comparison baseline.,Review the added epic in the sandbox Project file.,99
